snapshot_date,dealership_id,vehicle_id,vehicle_model_id,current_asking_price,original_asking_price,msrp,acquisition_cost,reconditioning_cost,inventory_investment,market_price_estimate,days_in_stock,age_bucket,markdown_count_to_date,inventory_unit_count,source_system
2025-07-01,GSA-001,VEH-0000785,VMD-00097,34189.32,34189.32,,24702.08,1826.07,26528.15,34519.14,20,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000798,VMD-00089,48267.35,49102.09,,34262.01,3295.36,37557.37,48957.48,45,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000811,VMD-00087,36414.72,37425.20,36916.13,34083.89,35.00,34118.89,34513.00,110,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000814,VMD-00079,27496.07,28463.84,,19721.00,1796.04,21517.04,28033.95,84,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000842,VMD-00089,44652.58,44652.58,,28528.25,1780.52,30308.77,41695.51,1,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000845,VMD-00087,37038.26,38341.88,,24529.67,2233.07,26762.74,36375.86,76,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000849,VMD-00113,48689.85,49132.04,48344.70,43133.77,19.00,43152.77,46897.47,31,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000859,VMD-00113,48992.11,49890.13,49955.82,45646.53,119.00,45765.53,51690.17,78,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000860,VMD-00090,38828.37,38828.37,38927.56,36154.48,82.00,36236.48,35897.64,14,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000864,VMD-00008,6189.64,6189.64,,3425.11,1210.53,4635.64,6424.77,18,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000872,VMD-00089,45780.94,45780.94,,30487.92,2724.24,33212.16,47400.44,11,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000890,VMD-00030,7563.48,7694.28,,4734.63,1551.00,6285.63,8100.14,33,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-001,VEH-0000897,VMD-00087,36364.88,37373.98,36718.81,33310.17,70.00,33380.17,38654.45,117,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000012,VMD-00110,29719.67,29719.67,,19243.64,2564.69,21808.33,30947.21,28,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000025,VMD-00120,33299.02,33299.02,,23583.45,476.90,24060.35,36448.94,12,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000042,VMD-00109,25817.39,25817.39,25724.76,23524.78,151.00,23675.78,26347.06,28,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000049,VMD-00109,24888.05,24888.05,24609.86,22428.79,66.00,22494.79,,26,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000064,VMD-00100,21355.98,21355.98,,15186.22,1627.50,16813.72,20462.27,27,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000066,VMD-00019,6351.71,6461.56,,3848.51,1320.61,5169.12,6149.56,41,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000079,VMD-00055,20091.20,21170.92,,14453.61,2615.86,17069.47,,119,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000093,VMD-00075,19314.76,20352.75,,12716.87,2651.40,15368.27,,110,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000107,VMD-00120,31415.99,31991.84,31769.36,28507.28,0.00,28507.28,28567.75,62,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000117,VMD-00047,13647.40,13883.42,,7751.16,2335.30,10086.46,14293.49,41,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000126,VMD-00032,5559.86,5559.86,,3380.61,1198.96,4579.57,5369.13,7,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000133,VMD-00106,39555.72,39555.72,38459.13,34732.17,58.00,34790.17,38976.35,15,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000135,VMD-00056,19895.74,21347.36,,13310.83,2268.25,15579.08,21990.00,139,Over 120,4,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000143,VMD-00110,27541.10,27541.10,,21561.51,748.84,22310.35,25339.13,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000178,VMD-00108,41053.36,41053.36,40563.31,37404.73,97.00,37501.73,39965.28,4,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000184,VMD-00109,31066.63,31066.63,,20155.67,1547.62,21703.29,29903.81,15,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000209,VMD-00046,10205.00,10205.00,,5804.33,1829.13,7633.46,11169.55,13,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000228,VMD-00108,40505.18,40505.18,40608.04,36886.76,79.00,36965.76,40894.11,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000231,VMD-00047,9900.97,9900.97,,5959.33,1869.43,7828.76,9767.60,24,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000238,VMD-00119,48960.70,48960.70,,32300.25,1614.72,33914.97,50244.30,1,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000240,VMD-00046,9941.08,9941.08,,5816.18,1832.21,7648.39,10024.21,17,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000247,VMD-00074,12401.38,13067.84,,9792.44,804.06,10596.50,12750.36,99,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000258,VMD-00074,15656.52,16798.84,,10352.30,2818.86,13171.16,,130,Over 120,4,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000267,VMD-00083,18496.88,19147.91,,11673.68,3107.25,14780.93,19733.13,78,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000280,VMD-00109,24787.34,24787.34,,17346.57,2054.28,19400.85,26486.71,11,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000283,VMD-00119,39857.00,39857.00,39720.88,36129.75,4.00,36133.75,40355.73,21,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000313,VMD-00041,12851.48,12851.48,,7817.28,1836.51,9653.79,12551.69,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000338,VMD-00109,24540.97,24763.84,24756.78,22609.43,68.00,22677.43,,42,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000351,VMD-00024,4732.90,4732.90,,2784.54,1043.98,3828.52,4371.71,22,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000364,VMD-00046,9932.72,9932.72,,6151.78,1919.46,8071.24,9069.76,25,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000385,VMD-00120,32749.87,33047.30,32653.66,29563.51,102.00,29665.51,33143.34,48,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000388,VMD-00084,23274.60,23677.11,,14676.41,2560.18,17236.59,21984.62,30,0-30,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000395,VMD-00120,31667.39,32247.85,32102.91,28516.69,82.00,28598.69,30606.98,66,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000398,VMD-00017,11415.55,11415.55,,7046.15,1722.62,8768.77,11598.78,4,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000400,VMD-00110,25413.56,25413.56,25014.23,22514.93,162.00,22676.93,26900.58,14,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000408,VMD-00118,38443.29,38443.29,,31024.63,1126.71,32151.34,36614.73,5,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000416,VMD-00107,39697.61,40058.13,39144.69,35371.57,158.00,35529.57,38591.52,43,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000423,VMD-00118,39686.92,39686.92,39619.80,37038.65,7.00,37045.65,39586.51,25,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000429,VMD-00107,38975.22,38975.22,38414.71,34861.81,89.00,34950.81,41531.60,4,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000452,VMD-00100,23848.45,24510.23,24428.32,22577.31,110.00,22687.31,23478.69,97,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000467,VMD-00013,3042.90,3042.90,,1676.12,755.79,2431.91,3104.64,14,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000468,VMD-00120,31632.11,31919.38,31673.97,29405.35,153.00,29558.35,,55,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000481,VMD-00046,10851.98,11039.65,,5960.49,1869.73,7830.22,11148.52,49,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000491,VMD-00110,24886.60,24886.60,25100.41,22796.84,57.00,22853.84,23432.43,14,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000494,VMD-00077,26297.71,27223.30,,15829.92,3011.01,18840.93,28822.48,68,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000507,VMD-00092,39373.48,40054.40,,29291.13,1145.81,30436.94,39849.16,55,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000513,VMD-00119,39120.55,39837.63,39078.18,35625.27,40.00,35665.27,39438.90,81,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000516,VMD-00056,20720.24,20720.24,,13269.87,2568.75,15838.62,19714.60,29,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000522,VMD-00107,37919.34,38971.57,38525.22,34982.09,102.00,35084.09,38235.55,97,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000526,VMD-00098,34416.29,36265.85,,25049.20,2484.29,27533.49,38143.66,91,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000529,VMD-00047,11834.59,12039.26,,6746.11,2073.99,8820.10,11984.99,53,31-60,1,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000538,VMD-00106,37162.61,38550.43,38278.96,35773.72,109.00,35882.72,39782.31,124,Over 120,4,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000551,VMD-00108,37883.38,38577.78,38701.24,35142.16,118.00,35260.16,35160.06,89,61-90,2,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000556,VMD-00047,12180.19,12180.19,,6520.44,2015.31,8535.75,12357.17,4,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000576,VMD-00118,38778.29,40605.54,40013.62,36103.45,126.00,36229.45,42875.63,151,Over 120,5,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000580,VMD-00056,24497.43,24497.43,,13289.31,3775.22,17064.53,26299.61,3,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000581,VMD-00109,25000.43,25000.43,24697.20,22080.41,149.00,22229.41,25949.52,18,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000595,VMD-00023,3069.15,3069.15,,1644.15,747.48,2391.63,3062.93,7,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000596,VMD-00120,32896.33,32896.33,32050.24,29099.92,136.00,29235.92,35494.45,7,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000604,VMD-00119,38990.24,38990.24,38917.97,35293.03,106.00,35399.03,36699.99,26,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000606,VMD-00109,24425.48,25103.27,24833.11,22815.87,53.00,22868.87,24861.35,91,91-120,3,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000610,VMD-00046,7882.91,7882.91,,4556.91,1504.80,6061.71,7454.28,18,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000626,VMD-00118,40150.03,40150.03,39653.02,36479.47,117.00,36596.47,40658.97,28,0-30,0,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000644,VMD-00118,37364.25,38759.60,39216.15,36626.75,35.00,36661.75,38869.29,127,Over 120,4,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000653,VMD-00107,37586.63,38990.28,38679.22,35030.18,128.00,35158.18,36610.27,120,91-120,4,1,arpi_synthetic_generator
2025-07-01,GSA-002,VEH-0000656,VMD-00108,38520.67,38520.67,38668.85,35511.46,14.00,35525.46,37542.09,7,0-30,0,1,arpi_synthetic_generator
